01-OpHi,01-OpLo,01-OpCl,01-Vol,02-OpHi,02-OpLo,02-OpCl,02-Vol,03-OpHi,03-OpLo,03-OpCl,03-Vol,04-OpHi,04-OpLo,04-OpCl,04-Vol,05-OpHi,05-OpLo,05-OpCl,05-Vol,06-OpHi,06-OpLo,06-OpCl,06-Vol,07-OpHi,07-OpLo,07-OpCl,07-Vol,08-OpHi,08-OpLo,08-OpCl,08-Vol,09-OpHi,09-OpLo,09-OpCl,09-Vol,10-OpHi,10-OpLo,10-OpCl,10-Vol,11-OpHi,11-OpLo,11-OpCl,11-Vol,12-OpHi,12-OpLo,12-OpCl,12-Vol,13-OpHi,13-OpLo,13-OpCl,13-Vol,14-OpHi,14-OpLo,14-OpCl,14-Vol,15-OpHi,15-OpLo,15-OpCl,15-Vol,StdSlpSMA13,StdSlpSMA55,Max13m,Min13m
1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,1.000000,0.110025,0.386274,0.504580,1.000000,0.206492,0.438381,0.009427,1.000000,0.000000,0.310392,0.064736,0.680659,0.013111,0.172530,0.985437,0.771820,0.083745,0.358941,0.095179,0.658614,0.615716,0.274338,0.953290
1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,1.000000,0.110025,0.386274,0.504580,1.000000,0.206492,0.438381,0.009427,1.000000,0.000000,0.310392,0.064736,0.680659,0.013111,0.172530,0.985437,0.646688,0.565225,0.274338,0.974915
0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,1.000000,0.110025,0.386274,0.504580,1.000000,0.206492,0.438381,0.009427,1.000000,0.000000,0.310392,0.064736,0.691297,0.534079,0.274338,0.983051
0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,1.000000,0.110025,0.386274,0.504580,1.000000,0.206492,0.438381,0.009427,0.696680,0.592814,0.273246,0.994916
0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,1.000000,0.110025,0.386274,0.504580,0.683338,0.630000,0.192532,0.944027
0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.874355,0.155626,0.243431,0.922553,0.739799,0.630251,0.136560,0.901846
0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,1.000000,0.097188,0.377263,0.682866,0.700409,0.595891,0.121399,0.890421
1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.909374,0.051250,0.283788,0.984311,0.747342,0.705694,0.000000,0.813907
1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.986802,0.021541,0.310392,0.989826,0.679054,0.609218,0.000000,0.826692
0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.883954,0.048878,0.248547,0.925420,0.716941,0.683285,0.099855,0.901943
1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,1.000000,0.000000,0.310392,0.891070,0.672204,0.638627,0.128129,0.901943
0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.822262,0.000000,0.215668,0.076548,0.648230,0.572147,0.192802,0.942855
1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,1.000000,0.000000,0.310392,0.935444,0.659311,0.565926,0.277256,0.941879
1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,1.000000,0.109788,0.385797,0.982137,0.647127,0.580717,0.285760,0.944027
1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,1.000000,0.109334,0.310392,0.994480,0.614028,0.549305,0.285760,0.944027
0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,1.000000,0.058685,0.310392,0.986315,0.648907,0.580166,0.358634,0.998945
0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.997512,0.039644,0.316949,0.976624,0.617071,0.583523,0.337538,0.984102
1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.816235,0.011888,0.318590,0.597211,0.577889,0.597876,0.337538,0.984102
1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.872698,0.000000,0.310392,0.521764,0.546019,0.585908,0.337538,0.984102
1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.965528,0.098471,0.292020,0.404468,0.552870,0.670005,0.358631,0.999998
0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.724579,0.026871,0.328924,0.980547,0.500592,0.709193,0.358631,0.999998
0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,1.000000,0.000000,0.310392,0.157991,0.595061,0.770513,0.286223,1.000000
0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,1.000000,0.175496,0.412866,0.512794,0.623203,0.803252,0.210823,0.971102
0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.773304,0.000000,0.189577,0.279995,0.672592,0.807306,0.101787,0.889029
0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,1.000000,0.000000,0.310392,0.018388,0.734982,0.844774,0.091403,0.881204
1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.650055,0.000000,0.309449,0.605348,0.754204,0.889301,0.000000,0.812322
1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,1.000000,0.066487,0.356246,0.993541,0.666077,0.787809,0.000000,0.812322
0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,1.000000,0.061470,0.310550,0.965520,0.699176,0.787642,0.183502,0.942087
1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,1.000000,0.130384,0.400314,0.113810,0.627683,0.745332,0.178883,0.934344
0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.836738,0.002467,0.223853,0.055713,0.698667,0.800071,0.254597,0.974358
1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.885650,0.037163,0.336022,0.967196,0.660215,0.763580,0.229776,0.935322
0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,1.000000,0.037163,0.336019,0.906037,0.679323,0.769061,0.296991,0.967745
0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,1.000000,0.037163,0.336022,0.602135,0.746906,0.780245,0.280027,0.964860
1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,1.000000,0.000005,0.310392,0.976895,0.686115,0.717744,0.311493,1.000000
1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.951932,0.000005,0.310233,0.998070,0.697866,0.775381,0.175932,0.932949
0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.828570,0.000000,0.265463,0.107474,0.631837,0.768168,0.178648,0.932949
0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.752590,0.067417,0.178538,0.095757,0.626932,0.767928,0.178648,0.932949
0.995052,0.002107,0.307754,0.302457,0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.976442,0.000225,0.297837,0.665225,0.589746,0.795544,0.178648,0.932949
1.000000,0.091196,0.373287,0.158804,0.995052,0.002107,0.307754,0.302457,0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.805772,0.000000,0.206880,0.129208,0.587213,0.795520,0.124407,0.892073
0.856509,0.159954,0.233920,0.720862,1.000000,0.091196,0.373287,0.158804,0.995052,0.002107,0.307754,0.302457,0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,1.000000,0.000000,0.310392,0.036359,0.688144,0.872377,0.176465,0.931304
0.987197,0.124788,0.396455,0.102031,0.856509,0.159954,0.233920,0.720862,1.000000,0.091196,0.373287,0.158804,0.995052,0.002107,0.307754,0.302457,0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,1.000000,0.302764,0.506411,0.060368,0.656235,0.841958,0.113097,0.946325
0.948517,0.000000,0.310236,0.546392,0.987197,0.124788,0.396455,0.102031,0.856509,0.159954,0.233920,0.720862,1.000000,0.091196,0.373287,0.158804,0.995052,0.002107,0.307754,0.302457,0.997526,0.000991,0.311075,0.450629,0.997526,0.000000,0.310392,0.698510,1.000000,0.000000,0.310392,0.378439,1.000000,0.000000,0.310392,0.028350,0.764007,0.081913,0.184622,0.436113,0.961466,0.075207,0.346490,0.040319,1.000000,0.150887,0.414455,0.333700,0.879684,0.059821,0.246271,0.727860,1.000000,0.153171,0.416030,0.876399,0.976663,0.000000,0.297954,0.484709,0.729767,0.892211,0.107442,0.975060
