0.10448234,0.016936708,-0.031228365,0.089794315
0.09274749,0.11813748,0.025147624,0.11706335
0.04795577,0.09718797,0.018957645,0.04958271
0.032398656,0.06775047,0.0542422,0.04482514
-0.019596867,-0.017134953,0.021617362,-0.041978568
0.022636345,-0.019817468,0.033400822,0.04697845
-0.06780527,-0.007374394,0.050045487,0.017505137
0.048001397,0.037885763,0.018460697,0.13350551
-0.04363769,-0.023414679,0.03258889,-0.01634891
0.07524762,0.077252135,0.007969075,0.14335175
-0.008323369,0.050401267,0.005209768,-0.030606953
0.054766882,0.055326547,0.09328846,0.047546435
-0.006342524,0.033543345,0.059164375,0.06211101
-0.019048274,0.0027518487,-0.007221132,0.00068579946
0.02106666,0.006204657,0.03289897,0.08258415
0.0146753555,0.0029948663,-0.08156795,0.029472345
0.080162875,0.041612178,0.046318516,0.13424397
0.1028198,-0.046471357,0.009200696,-0.024211952
-0.051603,0.031943362,0.039443262,-0.022294957
-0.068223275,-0.051157396,0.0042514745,-0.045473423
0.002915038,0.0660641,0.02114542,0.04775615
0.075244375,-0.01391892,0.07624845,-0.005200554
-0.095310904,0.06954403,-0.07975468,-0.065101296
0.00928168,0.02743046,-0.062013727,-0.063616626
-0.033918146,0.0051295683,-0.017442679,0.012123607
